app,userName,rating,title,review,date,is_about_app,primary_theme,sentiment,specific_complaint,feature_request,severity,content_quality
lidl-plus,Jens Knauber,1,,Schlimmste App ever. Ich dachte nach der schlimmen AOK App geht es nicht schlimmer. Oh doch es geht schlimmer. Danke Lidl für die unnütze App im Onlineshop. Keine Zahlungsinformationen werden vorgegeben. Man will online die Rechnung bezahlen und nix passiert. Mit KI gechattet und nur dumme Aussagen der LIDL KI. Ich hoffe ich bekomme die eine Lieferung mit Bezahlung meinerseits und danach wird diese App gelöscht.,2026-04-30T14:06:06,True,Payment & checkout,negative,Online-Rechnungsbezahlung funktioniert nicht und KI-Chat liefert keine hilfreichen Antworten.,Zahlungsfunktion im Onlineshop reparieren und sinnvollen Kundensupport bieten.,high,substantive
lidl-plus,Bernd Machler,1,,Läuft immer noch nicht mit Android 17. PROBLEM : Erkennt keine bestehende Internet-Verbindung.,2026-04-30T12:57:09,True,Performance & stability,negative,App erkennt unter Android keine bestehende Internetverbindung.,Kompatibilität mit aktuellen Android-Versionen herstellen.,high,substantive
lidl-plus,David K.,1,,"An die Programmierer: Wenn ihr die Landes-Zugehörigkeit über die +49 abfragt muss die Telefonnummer ohne 0 beginnen. Nur:dann klappt euer SMS Versand nicht. Komplett unübersichtlich, hässlich, nichtmal Angebote der Woche prominent platziert sondern nur Prospekt hochgeladen. Lasst doch mal einen Praktikanten ein Konkurrenz-Produkt ausprobieren. Das ist eine Zumutung.",2026-04-30T12:32:43,True,Authentication & login,negative,"Telefonnummer-Format mit Ländervorwahl funktioniert nicht, SMS-Versand schlägt fehl.",Telefonnummern-Eingabe korrigieren und Wochenangebote prominenter darstellen.,high,substantive
lidl-plus,Roland Ju.,4,,Soweit bin ich mit der App zufrieden. Schade das die App nicht als Altersnachweis gilt. Bei der Selbstbedienungskassa muss ich wenn zb. eine Flasche Wein dabei ist erst wieder auf einen Mitarbeiter warten der diese Freigabe erteilt. Somit ist dies Kassa für mich Sinnlos.,2026-04-30T12:09:40,True,In-store experience,neutral,App gilt nicht als Altersnachweis an der Selbstbedienungskasse.,App als digitalen Altersnachweis an der SB-Kasse akzeptieren.,medium,substantive
lidl-plus,L Capone,5,,"So eine fehlerhafte App habe ich schon lange nicht mehr gesehen. Zuerst akzeptiert er das Kundenkonto nicht. Nach De- und Neuinstallation und Zurücksetzen des Passwortes (ohne Änderung) gelingt endlich die Anmeldung, dann muss aber das Konto ergänzt werden. Die Verifizierung der Handynummer scheitert daran, dass keine SMS versendet wird. Beim Zurückblättern ist die dt. Ländervorwahl verschwunden und ich bin Amerikaner. Angezeigt wurde die Nummer richtig. Ich komme jetzt also nicht mehr weiter.",2026-04-30T07:20:22,True,Authentication & login,negative,"Anmeldung scheitert mehrfach, SMS-Verifizierung schlägt fehl, Ländervorwahl verschwindet.",Login- und Verifizierungsprozess stabilisieren.,high,substantive
lidl-plus,Marija Kozeluha,5,,Super ponuda cisto i sregeno Puno hvala LG marija,2026-04-29T21:52:55,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Jörg Runge,1,,"Rabatte schön und gut, nur ärgerlich wenn sie an der Kasse nicht abgezogen werden, obwohl sie aktiviert wurden, jetzt schon mehrmals vorgekommen. Teilweise sind sie auch nicht vorhanden, anscheinend nur Lockangebote. Traurig bisher hat sich nichts verbessert. Anscheinend steckt Absicht dahinter. An der Kasse werden oft falsche Preise abgezogen, also kontrolliert eure Einkauftszettel.",2026-04-29T20:18:55,True,Coupons & discounts,negative,"Aktivierte Rabatte werden an der Kasse nicht abgezogen, falsche Preise berechnet.",Korrekte Übertragung der aktivierten Coupons an die Kasse sicherstellen.,high,substantive
lidl-plus,Oliver Simon,4,,Funktioniert auch unter Graphene OS,2026-04-29T16:02:30,True,Performance & stability,positive,,,low,substantive
lidl-plus,Gabriella John,1,,Kann keine Einkaufsliste erstellen.,2026-04-29T15:42:02,True,Shopping list features,negative,Erstellen einer Einkaufsliste in der App funktioniert nicht.,Funktion zum Erstellen einer Einkaufsliste bereitstellen bzw. reparieren.,high,substantive
lidl-plus,Franz Hoelzl,1,,Fehler: kein Internet,2026-04-29T15:07:48,True,Performance & stability,negative,App meldet ständig 'kein Internet' trotz Verbindung.,,high,insufficient
lidl-plus,Cornelia Wiebach,1,,ich kann mich nicht mehr einloggen und es wird keine SMS oder E Mail zum Zurücksetzen des Passworts verschickt.,2026-04-29T12:06:07,True,Authentication & login,negative,Login nicht möglich und keine SMS/E-Mail zum Passwort-Reset wird verschickt.,,high,substantive
lidl-plus,Nicolai Daheim,1,,"Leider noch immer grundlegende Funktionen mit Android Beta nicht möglich. ich möchte nicht wissen welche Funktionen für Tracking oder sonstige Wiedererkennung vorigen werden, denn keine andere App macht diese Probleme. selbst Banken App die früher Mal schwierig waren laufen seit einigen Jahren auf Android Pixel Betas problemlos.",2026-04-29T08:07:33,True,Performance & stability,negative,"Grundfunktionen laufen nicht auf Android Beta, andere Apps schon.",Kompatibilität mit Android-Beta-Versionen sicherstellen.,high,substantive
lidl-plus,Klaus Gnarp,1,,LIDL App wurde jetzt zum Zeitmonster geändert. Schlechter geht immer. Bravo!,2026-04-29T07:40:06,True,Performance & stability,negative,App ist nach Update langsam und zeitraubend geworden.,,medium,insufficient
lidl-plus,Yo LeMat,1,,"Nach über 20 Versuchen, einen Code für die Freischaltung zu kriegen, habe ich aufgegeben. Die App ist ohne Anmeldung,total nutzlos. Ich habe erfahren,ich bin nicht der einzige, in meinem Bekanntenkreis, der sich nicht anmelden kann. Rabatt-Artikel sind in meiner Filiale, erst nach Ende der Rabatt-Aktion, im Laden erhältlich. Es ist NICHT möglich sich mit den Einwahldaten anzumelden. Nur mit der Telefonnummer. Anmeldung ist unterwegs trotzdem nicht möglich.",2026-04-28T21:55:04,True,Authentication & login,negative,Bestätigungscode zur Freischaltung kommt trotz vieler Versuche nicht an.,Anmeldung auch ohne Telefonnummer ermöglichen.,high,substantive
lidl-plus,D F,1,,"App kann nach dem letzten Update nicht mehr genutzt werden , ein einloggen ist nicht möglich . Da klingt der Satz ,dass durch das Update das Einkaufserlebnis verbessert wurde ,wie glatter Hohn . Sei's drum ,eine App weniger auf dem Handy .",2026-04-28T21:53:08,True,Authentication & login,negative,Nach letztem Update ist Einloggen nicht mehr möglich.,,high,substantive
lidl-plus,Patrick „Chillerillo“,5,,Ich liebe Lidl und die Produkte die er anbietet und verkauft leider gibt es direkt in Himberg noch keinen Lidl was ich sehr schade finde,2026-04-28T16:08:01,False,Store finder & maps,neutral,In Himberg gibt es keine Lidl-Filiale.,Neue Filiale in Himberg eröffnen.,low,substantive
lidl-plus,Eric Pingitore,1,,Leider Hausverbot bekommen weil es Probleme mit der App gab. Ich hatte kurzzeitig 2 von 6 Kassen belegt weil es ein technisches Problem gab. Obwohl alle anderen Kassen frei waren gab es Ärger.,2026-04-28T15:52:26,True,In-store experience,negative,Technisches Problem der App führte zu Ärger an der Kasse und Hausverbot.,,high,substantive
lidl-plus,Anonymos,1,,"Kein Dunkles Design verfügbar. Unübersichtlich. Und wozu die Updates, die Nerven, wenn ihr doch nix verändert.. Und warum antwortet euer support auf Englisch wenn ihr deutsch seid???",2026-04-28T09:05:32,True,"Other app features (themes, accessibility, customization)",negative,"Kein Dark Mode, unübersichtliche Oberfläche, Support antwortet auf Englisch.",Dunkles Design einführen und deutschsprachigen Support sicherstellen.,medium,substantive
lidl-plus,Anja,2,,"Angebote haben leider sehr stark abgenommen, stattdessen gibt es nun mehr Coupons mit Prozenten - i. d. R. passt das nicht zu meinen Einkäufen. Gibt es dann doch mal einen Gratis-Artikel, ist er oft vergriffen",2026-04-27T23:38:43,True,Coupons & discounts,negative,"Angebote sind weniger geworden, Coupons passen nicht zum Einkauf, Gratisartikel oft vergriffen.",Personalisiertere Coupons und mehr klassische Angebote.,medium,substantive
lidl-plus,seven nejgum,1,,"ich bekomme leider einfach keinen Bestätigungscode per SMS. ich habs in der Filiale selbst versucht, dachte dann ich habe kein Empfang und habs dann daheim nochmal versucht. Insgesamt auch mit drei verschiedenen Telefonnummern (aus Deutschland und Österreich) und es hat einfach nichts funktioniert. die Mitarbeiterin die ich in der Filiale angesprochen habe, hat mir leider auch nicht weiter helfen können. anmelden mit dem Konto eines Freundes hat bei mir in der App ebenfalls nicht funktioniert 😒",2026-04-27T21:50:57,True,Authentication & login,negative,"Kein Bestätigungscode per SMS, auch mit mehreren Nummern nicht.",Alternative Verifizierungsmethoden anbieten.,high,substantive
lidl-plus,giseladi,5,,Man kann gut einkaufen,2026-04-27T20:00:10,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Maik Hetmank,4,,"So, Pfand funktioniert, Scan&Go in der Filiale mit Handy auch schick. Frage, gibt es mal den Gedanken, das Sortiment zu implementieren? Z.B hatte ich vor getaumer Zeit ein Müsli gekauft, welches es jetzt nicht mehr gibt. So könnte man sehen, ob es einfach gerade nicht vorrätig ist, oder momentan gar nicht im Sortiment.",2026-04-27T19:07:25,True,Search & navigation,positive,,"Sortimentsübersicht in die App integrieren, um Verfügbarkeit von Produkten zu sehen.",low,substantive
lidl-plus,Matthias Ritter,5,,Super,2026-04-27T17:00:24,True,Other / unclear,positive,,,low,insufficient
lidl-plus,Franz Rethmeyer,5,,Sehr gutes Angebot und super Qualität für alle Kunden.,2026-04-27T15:21:37,False,Other / unclear,positive,,,low,insufficient
lidl-plus,Marcus Bartsch,2,,"Keine Funktion unter Android 17 QPR1 Beta 1. Immer noch nicht A17 tauglich, kurz vorm Release.... Danke für die Antwort, war schon klar. Trotzdem habe ich Hoffnung, das die App A17 fähig wird. Das offiziellen Release steht quasi vor der Tür. Da kann man langsam mal anfangen..😃. Wird wirklich Zeit",2026-04-27T14:47:02,True,Performance & stability,negative,App funktioniert nicht unter Android 17 QPR1 Beta.,Kompatibilität mit Android 17 sicherstellen.,high,substantive
lidl-plus,Tammo Bahn,1,,funktioniert nicht in der neusten android 17 beta. es kommt nur noch keine Internetverbindung,2026-04-27T14:01:59,True,Performance & stability,negative,In Android 17 Beta erscheint nur noch Fehlermeldung 'keine Internetverbindung'.,Android 17 Kompatibilität herstellen.,high,substantive
lidl-plus,Cyb,2,,"++ THIS APP IS A DEADLY LASER ++ Wie kann es sein, dass es keinen Darkmode gibt??? Die App brennt mir wirklich jedes mal die Augen weg... Jedes Mal...",2026-04-27T13:36:32,True,"Other app features (themes, accessibility, customization)",negative,"Es fehlt ein Darkmode, die helle Oberfläche blendet stark.",Darkmode hinzufügen.,medium,substantive
rewe,Uwe Schlichting,3,,die App funktioniert nicht mehr es war einmal eine gute App schade drum.🤔,2024-08-07T21:12:37,True,Performance & stability,negative,App funktioniert nicht mehr.,,high,insufficient
rewe,Hummel hirte (Hummelhirte),1,,"App meldet ständig, das ich offline bin. Das ist aber Blödsinn! Sonst könnte ich diese Bewertung gar nicht reinstellen.",2021-09-30T09:47:24,True,Performance & stability,negative,"App meldet fälschlicherweise, dass man offline sei.",,high,substantive
rewe,M. H.,1,,App sagt immer sie ist online wie hier andere auch berichten. Komisch da Aldi netto und ko Apps einwandfrei Funktionieren,2021-02-07T22:47:54,True,Performance & stability,negative,"App meldet ständig offline, andere Apps funktionieren einwandfrei.",,high,substantive
rewe,Christian Seidl,1,,"Veraltete App. Sucht besser die neue REWE App. Tipp. Im Symbol der neuen App steht ""REWE Dein Markt""",2020-08-02T22:23:52,True,Other / unclear,negative,"App ist veraltet, es gibt eine neuere Version.",,low,substantive
rewe,Birgit Schank,1,,Bekomme die Nachricht das ich kein WLAN habe,2020-08-01T02:22:12,True,Performance & stability,negative,"App meldet fehlendes WLAN, obwohl Verbindung besteht.",,high,substantive
rewe,Ein Google-Nutzer,1,,die App sollte endlich aus dem Store genommen werden. es gibt mittlerweile wohl eine andere. Nerv,2019-06-21T23:00:12,True,Other / unclear,negative,Veraltete App sollte aus dem Store entfernt werden.,,low,insufficient
rewe,Ein Google-Nutzer,1,,"Leider kann ich diese App nicht nutzen, da immer nur die Meldung erscheint, ich wäre Offline und solle Internet aktivieren. Es werden weder WLAN noch mobile Daten erkannt (Samsung S9).",2018-11-05T00:22:56,True,Performance & stability,negative,App erkennt weder WLAN noch mobile Daten auf Samsung S9.,,high,substantive
rewe,Ein Google-Nutzer,1,,"APP meldet immer, das ich offline bin, obwohl ich eine Internetverbindung habe. Andere APP's funktionieren",2018-03-10T22:12:38,True,Performance & stability,negative,App meldet offline trotz bestehender Internetverbindung.,,high,substantive
rewe,Ein Google-Nutzer,1,,"Habe die App auf meinem Handy (bestes Modell) installiert kann sie aber nicht benutzen, da angeblich keine Internetverbindung/Wlan verfügbar ist. Alle anderen Apps die ich habe funktionieren! Auch nach deinstallieren und wieder installieren klappt nichts. Bin genervt und habe die App nun wieder vom Handy runter geschmissen. Geht gar nicht.",2018-02-21T18:09:45,True,Performance & stability,negative,"App nutzbar nicht, da angeblich keine Internetverbindung erkannt wird.",,high,substantive
rewe,Ein Google-Nutzer,1,,"App meint, sie wäre offline - funktioniert nicht",2018-02-08T09:09:29,True,Performance & stability,negative,App meldet offline und funktioniert nicht.,,high,substantive
rewe,Ein Google-Nutzer,1,,"Mist-app meldet nach dem Start, dass ich offline bin, dabei bin ich aber online. Minus 5 Sterne",2017-11-09T23:16:52,True,Performance & stability,negative,App meldet offline trotz bestehender Internetverbindung.,,high,substantive
rewe,Ein Google-Nutzer,1,,Laut App bin ich ständig offline.,2017-08-27T22:21:24,True,Performance & stability,negative,App meldet ständig offline.,,high,substantive
rewe,Ein Google-Nutzer,4,,Wo sind die kommenden Angebote? Bisher ist die App nur eine Einkaufsliste extra für Rewe.  Habe mir da eigentlich mehr erhofft.  Schade eigentlich...,2017-02-04T19:09:29,True,Coupons & discounts,negative,"Kommende Angebote werden nicht angezeigt, App nur Einkaufsliste.",Anzeige kommender Angebote in der App.,medium,substantive
rewe,Ein Google-Nutzer,1,,Die App zeigt immer noch die Angebote der letzten Woche an obwohl schon Montagmittag ist.,2016-07-11T12:43:11,True,Coupons & discounts,negative,App zeigt am Montagmittag noch Angebote der Vorwoche.,Angebote schneller bzw. rechtzeitig aktualisieren.,medium,substantive
rewe,Ein Google-Nutzer,5,,Genial Super habe viel Spaß..,2016-07-06T10:39:39,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,3,,"Leider sehe ich nicht mehr alle Märkte auf  der Karte nach dem Update mehr. Nur einen denn  ich auswähle. Sinnlos in Orten wo ich keine Straße kenne. Vorher konnte ich anhand meines Standort auswählen welcher Markt  für mich am besten zu erreichen ist. Bitte wieder alle Märkte anzeigen sowie den eigenen Aktuellen Standort. Daher derzeit nur noch 1 Stern,  ändert sich aber wieder wenn die Funktion wieder geht.                                                                    ------------------------------------------------------------------------------------------------------------------------------Vielen dank für die schnelle Antwort. Die Funktion ""alle Märkte auf der Karte"" war einfach super. Jetzt muß man sich im Zielgebiet auskennen da nicht jeder die Örtlichkeiten, Sprich die Strassen kennt. Wäre schön wenn es wieder Aktiviert wird",2016-03-12T12:42:55,True,Store finder & maps,negative,Nach Update werden nicht mehr alle Märkte auf der Karte angezeigt.,Alle Märkte und eigenen Standort wieder auf der Karte anzeigen.,medium,substantive
rewe,Ein Google-Nutzer,3,,"Barcodescan zoomt nicht scharf, wie man nach Hause liefern lassen kann unklar, ma warten ob APP noch besser wird.",2016-03-01T01:11:42,True,Online shop & ordering integration,neutral,Barcodescan unscharf und Lieferoption unklar.,Klarere Lieferoption und besserer Barcodescan.,medium,substantive
rewe,Ein Google-Nutzer,1,,"Wurde durch mehrere Artikel aufmerksam, die voll des Lobes waren. Da Rewe unser bevorzugter Discounter ist, die optimale Lösung. Pustekuchen......was soll man mit einer App, nur mit Angeboten des Marktes, die man in eine Einkaufsliste verschieben kann? Die noch dazu nicht aktuell sind (mein Briefkasten wird am Samstag mit den Prospekten versorgt), die App aktuallisiet erst Montagabend oder garnicht. Das komplette Sortiment wäre angebracht oder die Möglichkeit Produkte einzuscannen und abzuspeichern. Dafür gibt es andere Apps! Einkaufen geht nicht weil die ausgesuchten Märkte in unserer Nähe dieses Angebot nicht haben. Gerade in ländlichen Gegenden, wie bei uns, wäre so etwas von Vorteil. Gerade für Ältere, die nicht so mobil sind oder Leute die keinen Führerschein haben. Ich hätte mich gefreut von unterwegs eine Bestellung aufzugeben und bei Ankunft die Sachen entgegenzunehmen oder in der Garage vorzufinden. Idee klasse, Ausführung mangelhaft. Da bleibe ich bei meinem altbewehrten Einkaufszettel und kaufe vor Ort ein.",2016-02-29T20:33:40,True,Online shop & ordering integration,negative,"App bietet nur veraltete Marktangebote, kein vollständiges Sortiment und keine Lieferung in ländlichen Gebieten.","Komplettes Sortiment scannen und bestellen, mit Lieferung oder Abholung auch in ländlichen Regionen.",high,substantive
rewe,Ein Google-Nutzer,1,,Ist es denn wirklich so schwer das gesamte Sortiment anzuzeigen?,2016-02-28T14:34:53,True,Search & navigation,negative,Nicht das gesamte Sortiment wird angezeigt.,Gesamtes Sortiment in der App anzeigen.,medium,substantive
rewe,Ein Google-Nutzer,5,,Macht Lust auf mehr (shopping Funktionen),2016-02-27T17:42:23,True,Online shop & ordering integration,positive,,Mehr Shopping-Funktionen in der App.,low,insufficient
rewe,Ein Google-Nutzer,4,,Bitte den lieferservice mal in die app hinzufügen  das wäre  cool,2016-02-26T16:57:57,True,Online shop & ordering integration,positive,,Lieferservice in die App integrieren.,low,substantive
rewe,Ein Google-Nutzer,5,,Super,2016-02-24T19:56:53,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,4,,"ich habe einen Verbesserungsvorschlag: an sich kann man zwar seinen Warenkorb preislich schnell überschlagen, wenn die App das dann jedoch schon macht, gibt es fünf Sterne!",2016-02-23T21:50:08,True,Shopping list features,positive,,Automatische Berechnung der Warenkorbsumme in der Einkaufsliste.,low,substantive
rewe,Ein Google-Nutzer,2,,"Bisher war ich immer sehr begeistert von der APP. Scheinbar wurde die Software aktualisiert, denn mein Handy öffnet die Rewe APP nicht mehr. Bitte beheben.",2016-02-23T12:49:34,True,Performance & stability,negative,App lässt sich nach Update nicht mehr öffnen.,,high,substantive
rewe,Ein Google-Nutzer,1,,Lässt sich einfach nicht öffnen und beendet sich automatisch,2016-02-21T07:50:47,True,Performance & stability,negative,App stürzt direkt nach dem Öffnen ab.,,high,substantive
rewe,Ein Google-Nutzer,4,,Barcode Scanner  funktioniert jetzt endlich!,2016-02-18T22:58:39,True,Performance & stability,positive,,,low,substantive
rewe,Ein Google-Nutzer,5,,Tolle Idee,2016-02-17T13:33:03,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,"Die App läuft flüssig, die Einkaufszettel-Funktion ist total praktisch und die Rezepe sind echt gut. Die App macht echt Spaß!",2016-02-17T01:25:51,True,Shopping list features,positive,,,low,substantive
rewe,Ein Google-Nutzer,4,,Die App ist sinnvoll aufgebaut und informiert über  alle aktuellen  Angebote  meines Markts. Leider werden die aktuellen  Angebote  immer erst am Montag Abend aktualisiert.,2016-02-16T15:51:45,True,Coupons & discounts,neutral,Aktuelle Angebote werden erst Montagabend aktualisiert.,Angebote früher in der App bereitstellen.,medium,substantive
rewe,Ein Google-Nutzer,4,,"Erhalte immer die neuen Rewe Angebote, das ist wunderbar. Frau Roth",2016-02-16T07:43:37,True,Coupons & discounts,positive,,,low,insufficient
rewe,Ein Google-Nutzer,1,,"Die Filiale kann ich auswählen, mehr aber auch nicht. Angebote bekomme ich keine angezeigt, daran haben auch die letzten updates nichts geändert. Stellt sich mir als Kunde wirklich die Frage, wofür ich diese Anhäufung von Bits installieren soll? Einen Nutzen habe ich jedenfalls nicht davon...",2016-02-16T00:12:04,True,Coupons & discounts,negative,Es werden keine Angebote in der App angezeigt.,,high,substantive
rewe,Ein Google-Nutzer,5,,Top,2016-02-15T22:45:50,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,5,,Barcodescanner funktioniert nicht auf einem Galaxy S6 Update: seit 15.02. Geht endlich alles.  Saubere Arbeit.,2016-02-15T21:39:25,True,Performance & stability,positive,,,low,substantive
rewe,Ein Google-Nutzer,3,,Aber die Angebote der folgenden Woche bekomme ich als Prospekt schon am Samstag. In der App könnte es also schon lange vor Sonntag sein.,2016-02-15T19:55:50,True,Coupons & discounts,neutral,Angebote der Folgewoche erscheinen in der App später als im Prospekt.,Angebote bereits ab Samstag in der App anzeigen.,medium,substantive
rewe,Ein Google-Nutzer,2,,"Ich kann leider nicht bestätigen, dass die Angebote immer aktuell sind. Es wird zwar das aktuelle Datum angezeigt, jedoch mit dem Angeboten von letzter Woche. Nur wer somit die Angebote genau kennt, kann sich auf die richtigen Angebote verlassen. Ziemlich unerlässlich. Handelt sich hierbei um ein kurzfristig Problem?",2016-02-15T08:39:02,True,Coupons & discounts,negative,"Angezeigte Angebote sind veraltet, obwohl das aktuelle Datum erscheint.",,medium,substantive
rewe,Ein Google-Nutzer,3,,"Eine gute App, aber die Angebote für die kommende Woche sind spät aufgespielt. Auf der Homepage schon lange sichtbar. Die App hinkt hinterher. Nachtrag :Auch heute noch keine Aktuellen Angebote (ab heute gilt das neue Prospekt ) . Es fehlt auch ein Aktualisierungsbutton.",2016-02-15T07:49:45,True,Coupons & discounts,negative,Angebote für die neue Woche werden zu spät in die App eingespielt.,Aktualisierungsbutton für Angebote hinzufügen.,medium,substantive
rewe,Ein Google-Nutzer,3,,App soll sich ja Sonntags aktualisieren. Leider habe ich schon öfters feststellen müssen das sie genau das nicht tut. Daher nur 3 Sterne.,2016-02-15T04:31:51,True,Coupons & discounts,negative,Die sonntägliche Aktualisierung der Angebote funktioniert oft nicht.,,medium,substantive
rewe,Ein Google-Nutzer,2,,Hatte Eigentlich euren Lieferservice in der App erwartet,2016-02-15T02:40:21,True,Online shop & ordering integration,negative,Lieferservice fehlt in der App.,Lieferservice in die App integrieren.,medium,substantive
rewe,Ein Google-Nutzer,4,,Aber Angebote der kommenden Woche sind Sonntag Abend immer noch nicht aktualisiert. Wir haben es 21:18. im Internet sind sie dagegen schon online,2016-02-14T21:19:11,True,Coupons & discounts,neutral,Angebote der kommenden Woche sind Sonntagabend in der App noch nicht verfügbar.,Angebote zeitgleich mit der Website aktualisieren.,medium,substantive
rewe,Ein Google-Nutzer,3,,"Die Angebote werden leider oft nicht wie unten angegeben Sonntag aktualisiert,ansonsten top",2016-02-14T17:32:48,True,Coupons & discounts,neutral,Sonntägliche Angebotsaktualisierung erfolgt häufig nicht wie angekündigt.,,medium,substantive
rewe,Ein Google-Nutzer,3,,"daher Angebote selbst mit einer Lupe nicht zu lesen. Wer so eine App auf den Markt bringt,sollte ganz schnell den Job wechseln",2016-02-14T12:32:10,True,Coupons & discounts,negative,Angebote sind selbst mit Lupe nicht lesbar.,"Größere, besser lesbare Darstellung der Angebote.",medium,substantive
rewe,Ein Google-Nutzer,4,,"Angebot nicht verfügbar. Versuchen Sie es später.. Meldung REWE Märkte in Dortmund. Irgendwann stößt man auf: dieser Service ist aus technischen Gründen für Rewe-dortmund nicht verfügbar. Strukturwandel dauert.  Sehr gute App allerdings z.B zur Betreuung von Senioren auf dem flachen Lande, wo das komischer weise funktioniert. Schnell ist eine Liste treffsicher anhand der Bilder erstellt. Könnte diese jetzt noch dem Laden zugeschickt und die Ware geliefert werden, wäre die APP  Lebensqualität verbessernt.",2016-02-13T11:28:32,True,Coupons & discounts,neutral,Angebote für REWE-Märkte in Dortmund sind aus technischen Gründen nicht verfügbar.,Online-Bestellung mit Lieferung der Einkaufsliste an den Markt.,medium,substantive
rewe,Ein Google-Nutzer,4,,Izabella Balazs,2016-02-08T09:34:04,False,Other / unclear,neutral,,,low,insufficient
rewe,Ein Google-Nutzer,5,,Toll!,2016-02-06T13:27:45,True,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,2,,Es fehlt die Summe der Einkausliste...,2016-02-03T18:08:16,True,Shopping list features,negative,Summe der Einkaufsliste fehlt.,Gesamtsumme der Einkaufsliste anzeigen.,medium,substantive
rewe,Ein Google-Nutzer,1,,Es werden keine Angebote angezeigt seit Wochen,2016-02-03T11:54:59,True,Coupons & discounts,negative,Seit Wochen werden keine Angebote angezeigt.,Angebote zuverlässig anzeigen.,high,substantive
rewe,Ein Google-Nutzer,5,,Besser Leben!!!,2016-02-02T23:20:56,False,Other / unclear,positive,,,low,insufficient
rewe,Ein Google-Nutzer,4,,Praktisch und hilfreich besonders in punkto Angebote .. kann ich nur empfehlen,2016-02-02T02:33:21,True,Coupons & discounts,positive,,,low,insufficient
rewe,Ein Google-Nutzer,3,,Heute ist Montag und immer noch die Angebote der letzten Woche!!!,2016-02-01T10:14:12,True,Coupons & discounts,negative,Am Montag werden noch die Angebote der Vorwoche angezeigt.,Angebote pünktlich zum Wochenstart aktualisieren.,medium,substantive
rewe,Ein Google-Nutzer,2,,Gute Idee. Nur werden leider die Angebote teilweise erst Mitte der Woche aktualisiert. Nach mehreren Hinweisen per Mail auf das Problem keine Veränderung. Schade...,2016-02-01T08:10:31,True,Coupons & discounts,negative,"Angebote werden erst Mitte der Woche aktualisiert, trotz Hinweisen keine Besserung.",Rechtzeitige Aktualisierung der Wochenangebote.,medium,substantive
rewe,Ein Google-Nutzer,1,,"Vergangene Woche gab es überhaupt keine aktuellen Angebote, sondern die der Vorwoche. Seit gestern sind nun wieder die Angebote der letzten Woche aktualisiert worden. Also hat die App für mich keinerlei Nutzen mehr!",2016-01-31T19:45:25,True,Coupons & discounts,negative,"Aktuelle Angebote fehlen, es werden nur alte der Vorwoche angezeigt.",Aktuelle Angebote zeitnah einpflegen.,high,substantive
rewe,Ein Google-Nutzer,2,,Oft sind die neuen Angebote erst Dienstags oder Mittwochs in der App verfügbar da kann ich lieber in die Zeitung schauen. Edit: Das neue auswählen des Marktes oder Cache löschen bringt auch nix. Und seit neusten kann man nicht mal mehr auf die Homepage meines Marktes um Angebote zu sehen da man dann auf die Facebook Seite von meinem REWE weitergeleitet wird.,2016-01-31T15:16:25,True,Coupons & discounts,negative,"Neue Angebote erst Dienstag/Mittwoch verfügbar, Marktseite leitet auf Facebook um.",Angebote rechtzeitig aktualisieren und direkte Marktseite statt Facebook-Weiterleitung.,medium,substantive
rewe,Ein Google-Nutzer,3,,"aber ich mag Apps nicht, die grundlos vorschreiben, daß sie nur im hochkant-Format nutzbar sind. Die Entscheidung, wie ich mein Smartphone halte, möchte ich gerne selber treffen.",2016-01-30T16:52:04,True,"Other app features (themes, accessibility, customization)",negative,App lässt sich nur im Hochformat nutzen.,Querformat-Unterstützung ermöglichen.,low,substantive
rewe,Ein Google-Nutzer,1,,"Anfangs war alles ok, aber seit Monaten sind die Angebote nicht aktuell teilweise sind  nicht mal am Dienstag die Angebote verfügbar, dabei ist das doch das wesentliche dieser App! P.s. in einer anderen Bewertung steht ein Beitrag vom 12.10. Nach dem diese Probleme schon fast behoben wären... Leider nein...  Update: Monate später die gleichen Probleme, die Angebote vom Rewe Dorotheenstraße sind nur alle Jubeljahre mal aktuell..",2016-01-30T12:30:35,True,Coupons & discounts,negative,"Angebote sind seit Monaten nicht aktuell, teils nicht mal dienstags verfügbar.","Zuverlässige, pünktliche Aktualisierung der Angebote.",high,substantive
rewe,Ein Google-Nutzer,2,,"Habe die App grad (26.01.) installiert - angezeigt werden mir die Angebote der letzten Woche... nicht wirklich zu gebrauchen, es sei denn, es dient dazu, mich mit verpassten Schnäppchen zu ärgern. Wäre die Anzeige aktuell, gäb's die volle Punktzahl.",2016-01-26T22:56:14,True,Coupons & discounts,negative,Nach Neuinstallation werden nur Angebote der Vorwoche angezeigt.,Tagesaktuelle Angebote anzeigen.,medium,substantive
